00000 0 982 123516128679,GVNK,15,41
00000 0 982 123516128680,GVNK,15,42
00000 0 982 123516128681,GVNK,15,43
00000 0 982 123516128682,GVNK,15,44
00000 0 982 123516128683,GVNK,15,45
00000 0 982 123516128684,GVNK,15,46
00000 0 982 123516128685,GVNK,15,47
00000 0 982 123516128686,GVNK,15,48
00000 0 982 123516128687,GVNK,15,49
00000 0 982 123516128688,GVNK,15,50
00000 0 982 123516128689,GVNK,15,51
00000 0 982 123516128690,GVNK,15,52
00000 0 982 123516128691,GVNK,15,53
00000 0 982 123516128692,GVNK,15,54
00000 0 982 123516128693,GVNK,15,55
00000 0 982 123516128694,GVNK,15,56
00000 0 982 123516128695,GVNK,15,57
00000 0 982 123516128696,GVNK,15,58
00000 0 982 123516128697,GVNK,15,59
00000 0 982 123516128698,GVNK,15,60
00000 0 982 123516128699,GVNK,15,61
00000 0 982 123516128700,GVNK,15,62
00000 0 982 123516128701,GVNK,15,63
00000 0 982 123516128702,GVNK,15,64
00000 0 982 123516128703,GVNK,15,65
00000 0 982 123516128704,GVNK,15,66
00000 0 982 123516128705,GVNK,15,67
00000 0 982 123516128706,GVNK,15,68
00000 0 982 123516128707,GVNK,15,69
00000 0 982 123516128708,GVNK,15,70
00000 0 982 123516128709,GVNK,15,71
00000 0 982 123516128710,GVNK,15,72
00000 0 982 123516128711,GVNK,15,73
00000 0 982 123516128712,GVNK,15,74
00000 0 982 123516128713,GVNK,15,75
00000 0 982 123516128714,GVNK,15,76
00000 0 982 123516128715,GVNK,15,77
00000 0 982 123516128716,GVNK,15,78
00000 0 982 123516128717,GVNK,15,79
00000 0 982 123516128718,GVNK,15,80
00000 0 982 123516128719,GVNK,15,81
00000 0 982 123516128720,GVNK,15,82
00000 0 982 123516128721,GVNK,15,83
00000 0 982 123516128722,GVNK,15,84
00000 0 982 123516128723,GVNK,15,85
00000 0 982 123516128724,GVNK,15,86
00000 0 982 123516128725,GVNK,15,87
00000 0 982 123516128726,GVNK,15,88
00000 0 982 123516128727,GVNK,15,89
00000 0 982 123516128728,GVNK,15,90
00000 0 982 123516128729,GVNK,15,91
00000 0 982 123516128730,GVNK,15,92
00000 0 982 123516128731,GVNK,15,93
00000 0 982 123516128732,GVNK,15,94
00000 0 982 123516128733,GVNK,15,95
00000 0 982 123516128734,GVNK,15,96
00000 0 982 123516128735,GVNK,15,97
00000 0 982 123516128736,GVNK,15,98
00000 0 982 123516128737,GVNK,15,99
00000 0 982 123516128738,GVNK,15,100
00000 0 982 123516128739,GVNK,15,161
00000 0 982 123516128740,GVNK,15,162
00000 0 982 123516128741,GVNK,15,163
00000 0 982 123516128742,GVNK,15,164
00000 0 982 123516128743,GVNK,15,165
00000 0 982 123516128744,GVNK,15,166
00000 0 982 123516128745,GVNK,15,167
00000 0 982 123516128746,GVNK,15,168
00000 0 982 123516128747,GVNK,15,169
00000 0 982 123516128748,GVNK,15,170
00000 0 982 123516128749,GVNK,15,171
00000 0 982 123516128750,GVNK,15,172
00000 0 982 123516128751,GVNK,15,173
00000 0 982 123516128752,GVNK,15,174
00000 0 982 123516128753,GVNK,15,175
00000 0 982 123516128754,GVNK,15,176
00000 0 982 123516128755,GVNK,15,177
00000 0 982 123516128756,GVNK,15,178
00000 0 982 123516128757,GVNK,15,179
00000 0 982 123516128758,GVNK,15,180
00000 0 982 123516128759,GVNK,15,181
00000 0 982 123516128760,GVNK,15,182
00000 0 982 123516128761,GVNK,15,183
00000 0 982 123516128762,GVNK,15,184
00000 0 982 123516128763,GVNK,15,185
00000 0 982 123516128764,GVNK,15,186
00000 0 982 123516128765,GVNK,15,187
00000 0 982 123516128766,GVNK,15,188
00000 0 982 123516128767,GVNK,15,189
00000 0 982 123516128768,GVNK,15,190
00000 0 982 123516128769,GVNK,15,191
00000 0 982 123516128770,GVNK,15,192
00000 0 982 123516128771,GVNK,15,193
00000 0 982 123516128772,GVNK,15,194
00000 0 982 123516128773,GVNK,15,195
00000 0 982 123516128774,GVNK,15,196
00000 0 982 123516128775,GVNK,15,197
00000 0 982 123516128776,GVNK,15,198
00000 0 982 123516128777,GVNK,15,199
00000 0 982 123516128778,GVNK,15,200
