00000 0 982 123516130452,KFWT,15,301
00000 0 982 123516130453,KFWT,15,302
00000 0 982 123516130454,KFWT,15,303
00000 0 982 123516130455,KFWT,15,304
00000 0 982 123516130456,KFWT,15,305
00000 0 982 123516130457,KFWT,15,306
00000 0 982 123516130458,KFWT,15,307
00000 0 982 123516130459,KFWT,15,308
00000 0 982 123516130460,KFWT,15,309
00000 0 982 123516130461,KFWT,15,310
00000 0 982 123516130462,KFWT,15,311
00000 0 982 123516130463,KFWT,15,312
00000 0 982 123516130464,KFWT,15,313
00000 0 982 123516130465,KFWT,15,314
00000 0 982 123516130466,KFWT,15,315
00000 0 982 123516130467,KFWT,15,316
00000 0 982 123516130468,KFWT,15,317
00000 0 982 123516130469,KFWT,15,318
00000 0 982 123516130470,KFWT,15,319
00000 0 982 123516130471,KFWT,15,320
00000 0 982 123516130472,KFWT,15,321
00000 0 982 123516130473,KFWT,15,322
00000 0 982 123516130474,KFWT,15,323
00000 0 982 123516130475,KFWT,15,324
00000 0 982 123516130476,KFWT,15,325
00000 0 982 123516130477,KFWT,15,326
00000 0 982 123516130478,KFWT,15,327
00000 0 982 123516130479,KFWT,15,328
00000 0 982 123516130480,KFWT,15,329
00000 0 982 123516130481,KFWT,15,330
00000 0 982 123516130482,KFWT,15,331
00000 0 982 123516130483,KFWT,15,332
00000 0 982 123516130484,KFWT,15,333
00000 0 982 123516130485,KFWT,15,334
00000 0 982 123516130486,KFWT,15,335
00000 0 982 123516130487,KFWT,15,336
00000 0 982 123516130488,KFWT,15,337
00000 0 982 123516130489,KFWT,15,338
00000 0 982 123516130490,KFWT,15,339
00000 0 982 123516130491,KFWT,15,340
00000 0 982 123516130492,KFWT,15,341
00000 0 982 123516130493,KFWT,15,342
00000 0 982 123516130494,KFWT,15,343
00000 0 982 123516130495,KFWT,15,344
00000 0 982 123516130496,KFWT,15,345
00000 0 982 123516130497,KFWT,15,346
00000 0 982 123516130498,KFWT,15,347
00000 0 982 123516130499,KFWT,15,348
00000 0 982 123516130500,KFWT,15,349
00000 0 982 123516130501,KFWT,15,350
