00000 0 982 123521787683,CYV,16,1
00000 0 982 123521787684,CYV,16,2
00000 0 982 123521787685,CYV,16,3
00000 0 982 123521787686,CYV,16,4
00000 0 982 123521787687,CYV,16,5
00000 0 982 123521787688,CYV,16,6
00000 0 982 123521787689,CYV,16,7
00000 0 982 123521787690,CYV,16,8
00000 0 982 123521787691,CYV,16,9
00000 0 982 123521787692,CYV,16,10
00000 0 982 123521787693,CYV,16,11
00000 0 982 123521787694,CYV,16,12
00000 0 982 123521787695,CYV,16,13
00000 0 982 123521787696,CYV,16,14
00000 0 982 123521787697,CYV,16,15
00000 0 982 123521787698,CYV,16,16
00000 0 982 123521787699,CYV,16,17
00000 0 982 123521787700,CYV,16,18
00000 0 982 123521787701,CYV,16,19
00000 0 982 123521787702,CYV,16,20
00000 0 982 123521787703,CYV,16,21
00000 0 982 123521787704,CYV,16,22
00000 0 982 123521787705,CYV,16,23
00000 0 982 123521787706,CYV,16,24
00000 0 982 123521787707,CYV,16,25
00000 0 982 123521787708,CYV,16,26
00000 0 982 123521787709,CYV,16,27
00000 0 982 123521787710,CYV,16,28
00000 0 982 123521787711,CYV,16,29
00000 0 982 123521787712,CYV,16,30
00000 0 982 123521787713,CYV,16,31
00000 0 982 123521787714,CYV,16,32
00000 0 982 123521787715,CYV,16,33
00000 0 982 123521787716,CYV,16,34
00000 0 982 123521787717,CYV,16,35
00000 0 982 123521787718,CYV,16,36
00000 0 982 123521787719,CYV,16,37
00000 0 982 123521787720,CYV,16,38
00000 0 982 123521787721,CYV,16,39
00000 0 982 123521787722,CYV,16,40
00000 0 982 123521787723,CYV,16,41
00000 0 982 123521787724,CYV,16,42
00000 0 982 123521787725,CYV,16,43
00000 0 982 123521787726,CYV,16,44
00000 0 982 123521787727,CYV,16,45
00000 0 982 123521787728,CYV,16,46
00000 0 982 123521787729,CYV,16,47
00000 0 982 123521787730,CYV,16,48
00000 0 982 123521787731,CYV,16,49
00000 0 982 123521787732,CYV,16,50
00000 0 982 123521787733,CYV,16,51
00000 0 982 123521787734,CYV,16,52
00000 0 982 123521787735,CYV,16,53
00000 0 982 123521787736,CYV,16,54
00000 0 982 123521787737,CYV,16,55
00000 0 982 123521787738,CYV,16,56
00000 0 982 123521787739,CYV,16,57
00000 0 982 123521787740,CYV,16,58
00000 0 982 123521787741,CYV,16,59
00000 0 982 123521787742,CYV,16,60
00000 0 982 123521787743,CYV,16,61
00000 0 982 123521787744,CYV,16,62
00000 0 982 123521787745,CYV,16,63
00000 0 982 123521787746,CYV,16,64
00000 0 982 123521787747,CYV,16,65
00000 0 982 123521787748,CYV,16,66
00000 0 982 123521787749,CYV,16,67
00000 0 982 123521787750,CYV,16,68
00000 0 982 123521787751,CYV,16,69
00000 0 982 123521787752,CYV,16,70
00000 0 982 123521787753,CYV,16,71
00000 0 982 123521787754,CYV,16,72
00000 0 982 123521787755,CYV,16,73
00000 0 982 123521787756,CYV,16,74
00000 0 982 123521787757,CYV,16,75
00000 0 982 123521787758,CYV,16,76
00000 0 982 123521787759,CYV,16,77
00000 0 982 123521787760,CYV,16,78
00000 0 982 123521787761,CYV,16,79
00000 0 982 123521787762,CYV,16,80
00000 0 982 123521787763,CYV,16,81
00000 0 982 123521787764,CYV,16,82
00000 0 982 123521787765,CYV,16,83
00000 0 982 123521787766,CYV,16,84
00000 0 982 123521787767,CYV,16,85
00000 0 982 123521787768,CYV,16,86
00000 0 982 123521787769,CYV,16,87
00000 0 982 123521787770,CYV,16,88
00000 0 982 123521787771,CYV,16,89
00000 0 982 123521787772,CYV,16,90
00000 0 982 123521787773,CYV,16,91
00000 0 982 123521787774,CYV,16,92
00000 0 982 123521787775,CYV,16,93
00000 0 982 123521787776,CYV,16,94
00000 0 982 123521787777,CYV,16,95
00000 0 982 123521787778,CYV,16,96
00000 0 982 123521787779,CYV,16,97
00000 0 982 123521787780,CYV,16,98
00000 0 982 123521787781,CYV,16,99
00000 0 982 123521787782,CYV,16,100
