00000 0 983 123522964884,CYV,16,1
00000 0 983 123522964885,CYV,16,2
00000 0 983 123522964886,CYV,16,3
00000 0 983 123522964887,CYV,16,4
00000 0 983 123522964888,CYV,16,5
00000 0 983 123522964889,CYV,16,6
00000 0 983 123522964890,CYV,16,7
00000 0 983 123522964891,CYV,16,8
00000 0 983 123522964892,CYV,16,9
00000 0 983 123522964893,CYV,16,10
00000 0 983 123522964894,CYV,16,11
00000 0 983 123522964895,CYV,16,12
00000 0 983 123522964896,CYV,16,13
00000 0 983 123522964897,CYV,16,14
00000 0 983 123522964898,CYV,16,15
00000 0 983 123522964899,CYV,16,16
00000 0 983 123522964900,CYV,16,17
00000 0 983 123522964901,CYV,16,18
00000 0 983 123522964902,CYV,16,19
00000 0 983 123522964903,CYV,16,20
00000 0 983 123522964904,CYV,16,21
00000 0 983 123522964905,CYV,16,22
00000 0 983 123522964906,CYV,16,23
00000 0 983 123522964907,CYV,16,24
00000 0 983 123522964908,CYV,16,25
00000 0 983 123522964909,CYV,16,26
00000 0 983 123522964910,CYV,16,27
00000 0 983 123522964911,CYV,16,28
00000 0 983 123522964912,CYV,16,29
00000 0 983 123522964913,CYV,16,30
00000 0 983 123522964914,CYV,16,31
00000 0 983 123522964915,CYV,16,32
00000 0 983 123522964916,CYV,16,33
00000 0 983 123522964917,CYV,16,34
00000 0 983 123522964918,CYV,16,35
00000 0 983 123522964919,CYV,16,36
00000 0 983 123522964920,CYV,16,37
00000 0 983 123522964921,CYV,16,38
00000 0 983 123522964922,CYV,16,39
00000 0 983 123522964923,CYV,16,40
00000 0 983 123522964924,CYV,16,41
00000 0 983 123522964925,CYV,16,42
00000 0 983 123522964926,CYV,16,43
00000 0 983 123522964927,CYV,16,44
00000 0 983 123522964928,CYV,16,45
00000 0 983 123522964929,CYV,16,46
00000 0 983 123522964930,CYV,16,47
00000 0 983 123522964931,CYV,16,48
00000 0 983 123522964932,CYV,16,49
00000 0 983 123522964933,CYV,16,50
00000 0 983 123522964934,CYV,16,51
00000 0 983 123522964935,CYV,16,52
00000 0 983 123522964936,CYV,16,53
00000 0 983 123522964937,CYV,16,54
00000 0 983 123522964938,CYV,16,55
00000 0 983 123522964939,CYV,16,56
00000 0 983 123522964940,CYV,16,57
00000 0 983 123522964941,CYV,16,58
00000 0 983 123522964942,CYV,16,59
00000 0 983 123522964943,CYV,16,60
00000 0 983 123522964944,CYV,16,61
00000 0 983 123522964945,CYV,16,62
00000 0 983 123522964946,CYV,16,63
00000 0 983 123522964947,CYV,16,64
00000 0 983 123522964948,CYV,16,65
00000 0 983 123522964949,CYV,16,66
00000 0 983 123522964950,CYV,16,67
00000 0 983 123522964951,CYV,16,68
00000 0 983 123522964952,CYV,16,69
00000 0 983 123522964953,CYV,16,70
00000 0 983 123522964954,CYV,16,71
00000 0 983 123522964955,CYV,16,72
00000 0 983 123522964956,CYV,16,73
00000 0 983 123522964957,CYV,16,74
00000 0 983 123522964958,CYV,16,75
00000 0 983 123522964959,CYV,16,76
00000 0 983 123522964960,CYV,16,77
00000 0 983 123522964961,CYV,16,78
00000 0 983 123522964962,CYV,16,79
00000 0 983 123522964963,CYV,16,80
00000 0 983 123522964964,CYV,16,81
00000 0 983 123522964965,CYV,16,82
00000 0 983 123522964966,CYV,16,83
00000 0 983 123522964967,CYV,16,84
00000 0 983 123522964968,CYV,16,85
00000 0 983 123522964969,CYV,16,86
00000 0 983 123522964970,CYV,16,87
00000 0 983 123522964971,CYV,16,88
00000 0 983 123522964972,CYV,16,89
00000 0 983 123522964973,CYV,16,90
00000 0 983 123522964974,CYV,16,91
00000 0 983 123522964975,CYV,16,92
00000 0 983 123522964976,CYV,16,93
00000 0 983 123522964977,CYV,16,94
00000 0 983 123522964978,CYV,16,95
00000 0 983 123522964979,CYV,16,96
00000 0 983 123522964980,CYV,16,97
00000 0 983 123522964981,CYV,16,98
00000 0 983 123522964982,CYV,16,99
00000 0 983 123522964983,CYV,16,100
00000 0 983 123522964984,CYV,16,101
00000 0 983 123522964985,CYV,16,102
00000 0 983 123522964986,CYV,16,103
00000 0 983 123522964987,CYV,16,104
00000 0 983 123522964988,CYV,16,105
00000 0 983 123522964989,CYV,16,106
00000 0 983 123522964990,CYV,16,107
00000 0 983 123522964991,CYV,16,108
00000 0 983 123522964992,CYV,16,109
00000 0 983 123522964993,CYV,16,110
00000 0 983 123522964994,CYV,16,111
